gen	nevals	avg                            	std                            	min                	max                
861	162   	[  0.89623333 589.16666667]    	[ 0.07431226 45.06446001]      	[  0.685 480.   ]  	[  0.98 740.  ]    
862	171   	[  0.89891667 589.81666667]    	[ 0.07584794 45.24985881]      	[  0.595 470.   ]  	[  0.98 735.  ]    
863	159   	[  0.90295    584.06666667]    	[ 0.07375781 43.02668423]      	[  0.72 470.  ]    	[  0.98 735.  ]    
864	167   	[  0.90171667 587.95      ]    	[ 0.08039467 47.89273605]      	[  0.61 470.  ]    	[  0.98 760.  ]    
865	148   	[  0.906 583.55 ]              	[ 0.07977991 46.2941411 ]      	[  0.635 455.   ]  	[  0.98 750.  ]    
866	165   	[  0.92013333 578.01666667]    	[ 0.06899383 38.14424014]      	[  0.695 455.   ]  	[  0.98 705.  ]    
867	178   	[  0.90501667 577.53333333]    	[ 0.0776418  42.14754507]      	[  0.665 405.   ]  	[  0.98 795.  ]    
868	154   	[  0.90148333 581.03333333]    	[ 0.08003988 47.18508474]      	[  0.55 455.  ]    	[  0.98 795.  ]    
869	173   	[  0.89715 580.35   ]          	[ 0.07851196 47.47765264]      	[  0.675 405.   ]  	[  0.98 750.  ]    
870	195   	[  0.89401667 589.16666667]    	[ 0.07176431 48.13840001]      	[  0.705 450.   ]  	[  0.98 730.  ]    
871	189   	[  0.88651667 592.3       ]    	[ 0.07491517 50.326037  ]      	[  0.66 450.  ]    	[  0.98 740.  ]    
872	169   	[  0.8824     593.63333333]    	[ 0.07775329 52.91155093]      	[  0.625 455.   ]  	[  0.98 765.  ]    
873	188   	[  0.881      601.76666667]    	[ 0.07186214 53.08840635]      	[  0.635 460.   ]  	[  0.98 765.  ]    
874	187   	[  0.88908333 601.86666667]    	[ 0.065945   50.65420899]      	[  0.685 465.   ]  	[  0.98 740.  ]    
875	170   	[  0.89368333 601.68333333]    	[ 0.07067071 53.28148261]      	[  0.605 435.   ]  	[  0.98 770.  ]    
876	175   	[  0.89073333 598.83333333]    	[ 0.07321859 52.28740022]      	[  0.665 480.   ]  	[  0.98 780.  ]    
877	157   	[  0.89476667 599.03333333]    	[ 0.07409754 53.73607313]      	[  0.54 445.  ]    	[  0.98 790.  ]    
878	182   	[  0.90151667 597.3       ]    	[ 0.07366896 49.3596664 ]      	[  0.645 465.   ]  	[  0.98 790.  ]    
879	166   	[  0.90173333 600.16666667]    	[ 0.07249365 50.55332718]      	[  0.63 485.  ]    	[  0.98 770.  ]    
880	182   	[  0.90008333 596.53333333]    	[ 0.07269624 48.51441939]      	[  0.665 470.   ]  	[  0.98 755.  ]    
881	184   	[  0.90628333 602.35      ]    	[ 0.07188836 52.65669473]      	[  0.66 425.  ]    	[  0.98 755.  ]    
882	184   	[  0.90565    604.48333333]    	[ 0.07496217 51.32072085]      	[  0.64 485.  ]    	[  0.98 785.  ]    
883	189   	[  0.90151667 603.6       ]    	[ 0.07522045 52.5852324 ]      	[  0.63 430.  ]    	[  0.98 795.  ]    
884	198   	[  0.891      599.86666667]    	[ 0.07676913 48.93004076]      	[  0.63 460.  ]    	[  0.98 750.  ]    
885	176   	[  0.89516667 602.        ]    	[ 0.07221476 47.6252734 ]      	[  0.7 460. ]      	[  0.98 735.  ]    
886	171   	[  0.89393333 600.6       ]    	[ 0.07244673 47.07589617]      	[  0.615 475.   ]  	[  0.98 750.  ]    
887	176   	[  0.89706667 602.16666667]    	[ 0.07527325 51.04709155]      	[  0.675 465.   ]  	[  0.98 810.  ]    
888	173   	[  0.89928333 597.6       ]    	[ 0.07576655 48.58401658]      	[  0.65 455.  ]    	[  0.98 725.  ]    
889	197   	[  0.8908     596.88333333]    	[ 0.07771332 48.5904969 ]      	[  0.655 460.   ]  	[  0.98 715.  ]    
890	195   	[  0.893      600.66666667]    	[ 0.07616211 47.6171071 ]      	[  0.64 485.  ]    	[  0.98 730.  ]    
891	164   	[  0.90256667 599.08333333]    	[ 0.07758595 48.47414832]      	[  0.51 415.  ]    	[  0.98 755.  ]    
892	183   	[  0.9027 598.8   ]            	[ 0.07625425 46.82122026]      	[  0.615 460.   ]  	[  0.98 745.  ]    
893	174   	[  0.90563333 592.28333333]    	[ 0.07811913 43.78207078]      	[  0.65 455.  ]    	[  0.98 745.  ]    
894	181   	[  0.90386667 589.21666667]    	[ 0.07482457 42.88709661]      	[  0.67 485.  ]    	[  0.98 760.  ]    
895	183   	[  0.90863333 588.23333333]    	[ 0.07667007 44.66033537]      	[  0.565 460.   ]  	[  0.98 770.  ]    
896	177   	[  0.90428333 588.43333333]    	[ 0.07924479 41.22554494]      	[  0.645 420.   ]  	[  0.98 750.  ]    
897	184   	[  0.90913333 590.7       ]    	[ 0.07200752 45.99104985]      	[  0.645 495.   ]  	[  0.98 805.  ]    
898	164   	[  0.90966667 589.95      ]    	[ 0.07015142 47.02744766]      	[  0.725 490.   ]  	[  0.98 805.  ]    
899	187   	[  0.90136667 587.05      ]    	[ 0.07624936 44.80752355]      	[  0.625 440.   ]  	[  0.98 725.  ]    
900	161   	[  0.90253333 588.16666667]    	[ 0.07323534 44.61470859]      	[  0.685 420.   ]  	[  0.98 750.  ]    
